insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
J,9024,9014,"6,9",2021,7,148797
H,2619,2615,"3,1",2024,3,148798
J,977,583,"7,9",2023,7,148801
N,1406,1407,"9,9",2022,4,148802
J,1684,1680,"16,4",2025,3,148803
J,1188,681,"5,1",2021,1,148805
J,6770,6770,"0,4",2020,2,148808
C,1400,1814,"32,3",2022,8,148810
J,283,375,"4,3",2022,7,148811
C,2019,2019,1,2019,11,148818
N,2619,2608,"6,2",2023,9,148819
E,3138,3135,"4,2",2025,3,148820
N,5911,5913,"22,9",2020,11,148824
K,8613,8610,"3,9",2024,2,148825
K,1086,856,16,2023,8,148830
C,2406,2409,"5,1",2021,2,148833
C,283,253,"7,2",2024,2,148834
H,9518,9528,"140,5",2024,5,148840
J,7038,7042,"6,1",2024,7,148842
D,3513,3516,"36,5",2021,3,148847
C,8012,8009,"1,9",2020,8,148849
C,1599,1516,"5,9",2021,9,148850
C,4013,4016,"4,7",2022,4,148852
C,2821,2825,"5,3",2022,8,148854
N,283,1349,"15,2",2022,7,148855
C,283,1358,"3,7",2024,6,148861
C,3550,3579,"18,4",2020,9,148862
F,8402,8450,"28,3",2022,2,148863
N,1599,1501,"4,7",2020,8,148865
N,3262,3274,"2,1",2022,12,148867
J,9514,9513,"6,4",2020,3,148869
J,2211,2213,"4,2",2022,8,148870
N,2940,2967,36,2023,9,148873
H,8613,8642,"27,2",2020,9,148875
N,3718,3717,"2,7",2023,9,148876
D,4848,4817,8,2022,4,148878
J,3262,3261,"4,9",2023,7,148879
C,1188,1274,"9,8",2020,8,148880
N,1599,1591,"8,8",2021,6,148883
J,9409,9407,"1,4",2022,2,148885
K,3262,3280,"4,9",2024,1,148887
C,1400,1405,8,2020,5,148890
C,7038,7010,"5,8",2022,6,148891
G,8208,8253,"14,6",2024,7,148892
N,1599,1532,"4,1",2021,9,148893
K,9409,9402,"9,7",2024,10,148894
J,4636,4817,"50,6",2024,2,148897
N,283,1386,"15,4",2021,1,148898
D,8613,8690,"91,5",2021,7,148900
C,1599,1580,"9,5",2025,1,148901
J,3735,3712,"5,6",2023,12,148902
G,7038,7026,"10,7",2023,12,148907
N,6856,6856,"4,6",2020,12,148908
N,1618,1615,"9,8",2020,10,148912
C,3513,3517,"3,5",2023,7,148913
H,5542,4280,"33,2",2021,6,148914
J,975,1053,"2,8",2022,1,148917
D,5460,5455,"14,6",2024,1,148918
H,1188,1404,"12,3",2023,1,148922
K,9360,9357,"44,4",2023,1,148926
K,485,264,"5,5",2025,4,148930
C,5147,5155,"6,2",2020,4,148931
J,4370,4374,7,2023,7,148935
N,3232,3242,"3,1",2021,10,148937
C,3114,3150,"3,5",2024,5,148939
E,6770,6770,"3,4",2023,11,148942
C,8012,8015,"4,4",2020,5,148944
H,8613,8614,"5,2",2020,9,148949
D,5147,5162,"5,4",2021,2,148950
C,1850,1807,"13,2",2022,3,148953
J,4370,4380,"27,8",2022,7,148955
J,1400,1407,"10,5",2020,5,148956
H,2406,2412,"18,3",2024,2,148957
C,1400,1406,"2,8",2020,3,148958
J,5147,5056,"5,8",2024,8,148960
C,1739,1710,"7,3",2023,5,148964
C,4580,4580,"4,8",2023,12,148965
C,1383,1384,6,2022,8,148966
H,3718,3722,"2,6",2024,2,148969
J,2056,2040,"14,8",2021,1,148971
C,3262,3263,"2,1",2023,8,148974
J,2406,2420,70,2024,12,148978
N,2406,2345,"23,3",2022,8,148981
N,6023,6016,"8,1",2022,11,148982
N,2019,1359,30,2023,8,148984
J,6900,6723,"55,9",2024,1,148985
C,1188,692,"2,6",2020,6,148986
C,7038,7058,"7,4",2020,11,148987
J,3184,3179,"4,7",2025,1,148988
J,7038,7024,"7,1",2023,11,148990
J,1739,1739,"1,7",2024,1,148992
H,8208,8264,"82,2",2024,1,148993
D,6770,6718,51,2022,12,149000
C,2821,2840,"16,9",2023,1,149002
N,7820,7805,4,2020,9,149003
N,1599,1525,"6,2",2022,12,149006
E,975,975,0,2021,10,149008
J,5147,5200,"28,8",2024,4,149009
K,3262,3282,"20,8",2023,6,149010
C,8900,8904,"1,4",2020,3,149011
C,2940,2953,"31,6",2022,7,149013
N,1618,1605,"5,3",2023,9,149018
J,1400,1400,"17,3",2020,4,149019
H,4580,4580,"6,2",2024,10,149021
J,4013,4083,"7,7",2022,6,149024
C,4013,4027,"6,3",2021,5,149032
J,283,1346,"39,4",2023,12,149033
K,7820,7820,0,2023,3,149036
N,2619,2630,"58,1",2022,9,149039
C,283,1359,4,2024,7,149041
J,9409,9404,"6,2",2023,5,149045
F,7327,7140,"80,5",2022,11,149049
D,9407,9403,"4,7",2020,4,149051
K,8402,9440,"107,6",2022,1,149052
C,8402,8450,"31,4",2024,1,149055
K,9407,9475,"25,5",2020,1,149056
C,7714,7713,"3,1",2020,5,149060
N,283,781,"21,9",2021,2,149062
J,4013,4014,1,2022,9,149063
N,2406,2324,"45,4",2022,11,149064
D,6770,6770,"2,8",2022,11,149065
E,3718,3770,"60,6",2024,1,149066
J,9845,9716,"165,3",2023,3,149067
D,8656,8657,"1,3",2024,9,149068
J,1406,1400,"3,8",2020,9,149070
N,5147,5004,"7,8",2021,4,149072
J,4013,4023,"3,6",2019,12,149073
J,4013,4014,"0,8",2023,5,149074
J,5033,5063,"8,5",2025,1,149079
J,4580,4550,"11,7",2020,10,149081
E,7038,7071,"7,6",2024,1,149082
C,975,171,"9,8",2021,6,149085
J,4313,4306,"10,6",2023,12,149086
J,975,662,"6,7",2021,8,149091
C,283,262,6,2022,9,149094
J,4820,4818,"14,9",2020,2,149095
J,283,1344,"5,8",2021,2,149096
N,9360,9325,"29,6",2020,3,149098
C,5542,5563,"8,9",2020,11,149099
J,6023,6050,"26,1",2022,1,149101
K,8012,8050,"19,5",2021,4,149104
N,4820,4848,"4,7",2021,2,149105
E,3232,3226,"6,7",2020,6,149107
C,6718,6146,"35,9",2022,9,149113
N,9360,9325,"26,8",2021,8,149114
K,9024,9040,"73,3",2024,4,149115
K,3262,3292,10,2024,11,149117
A,5911,5939,"22,1",2021,9,149121
C,1188,196,"6,6",2022,6,149123
J,8208,8286,"164,4",2020,6,149126
C,5537,5527,"5,5",2022,5,149128
J,4636,4638,"7,7",2022,5,149129
N,283,266,"5,6",2021,10,149131
N,2056,2052,"4,9",2023,2,149132
C,1626,1642,"5,6",2023,10,149133
J,1599,1580,"13,6",2021,12,149134
J,4580,4550,"17,9",2023,2,149136
C,8402,8400,"2,6",2025,2,149137
N,283,1172,"12,3",2023,8,149138
J,3219,3230,"8,1",2020,8,149141
C,9409,8535,"46,7",2025,2,149142
J,9024,9146,"90,2",2023,12,149143
C,975,562,"8,9",2020,10,149145
E,8006,8003,"3,5",2022,10,149148
E,283,1344,"7,5",2024,8,149150
C,7038,7043,"6,1",2025,2,149154
J,4580,4580,"9,8",2021,2,149160
D,8900,8920,"37,3",2020,8,149162
C,1599,1535,"2,7",2021,9,149163
I,1086,2005,"9,1",2022,1,149166
J,283,1369,"3,1",2021,2,149168
J,9024,9020,"8,3",2022,6,149170
E,8208,8206,"1,8",2024,4,149171
N,4313,4313,"8,2",2023,7,149172
C,7038,7043,"7,1",2019,10,149176
H,4515,4516,"8,7",2022,11,149182
C,1599,1518,"6,8",2020,3,149183
N,6718,6750,"55,2",2020,3,149184
C,2211,2213,"4,5",2021,2,149185
C,9024,9021,"13,8",2021,10,149188
E,,7994,"244,3",2021,9,149189
J,5430,5420,"3,6",2021,2,149193
C,3300,3303,"3,2",2022,12,149195
C,3414,3018,7,2020,4,149202
N,3232,3218,"13,3",2020,8,149204
J,2821,2848,"24,2",2020,12,149206
J,4636,4639,"9,3",2021,4,149207
C,283,286,"6,6",2022,8,149208
C,4612,4608,"1,1",2023,3,149210
J,1086,1088,"1,5",2024,7,149211
C,485,881,"3,1",2025,5,149213
C,7038,7036,"2,7",2023,7,149214
J,4820,4900,"28,9",2020,9,149215
J,2019,2016,"6,6",2021,1,149216
D,6809,6817,"10,8",2024,12,149222
J,3219,3209,"5,9",2022,6,149223
J,8208,8214,"13,9",2021,8,149226
N,9407,9402,"5,8",2020,3,149227
H,3735,3810,"43,9",2024,12,149230
C,3114,3153,"2,3",2025,1,149235
J,6718,6700,"7,5",2023,2,149236
H,8803,8850,"25,5",2023,6,149237
E,5147,5306,"21,5",2021,5,149239
C,7820,7970,79,2024,2,149242
K,3550,3550,"2,3",2021,6,149244
J,8613,8610,"3,4",2022,8,149246
F,9407,8534,"42,9",2021,6,149250
J,3962,3770,"43,2",2019,5,149255
C,5360,5360,"8,1",2021,2,149256
J,3138,3135,"2,3",2024,3,149257
G,4313,4319,"8,9",2021,2,149259
J,9024,9055,"71,5",2025,4,149264
N,3513,3516,"4,4",2023,9,149265
C,5700,5704,"5,1",2020,11,149266
N,6100,6104,"2,4",2020,6,149268
C,1599,1523,"2,9",2021,12,149270
C,3940,3961,"7,9",2020,6,149273
K,7604,7606,"4,1",2021,1,149274
J,5360,5337,28,2024,8,149275
J,7038,7046,"7,3",2025,5,149280
F,2900,2870,"57,2",2023,6,149281
F,8402,8410,"57,3",2022,7,149283
J,9514,9593,"159,4",2023,4,149285
C,7038,7023,"6,4",2021,2,149286
J,5463,5763,"78,1",2022,12,149287
J,4848,4836,"4,5",2022,11,149288
N,2019,1088,"9,6",2023,8,149289
N,7604,7603,"3,5",2023,8,149292
J,5430,5416,"29,4",2020,7,149297
K,3718,3677,"61,2",2021,3,149299
G,4313,4316,"7,1",2021,10,149300
C,7900,7970,"22,3",2025,6,149302
J,5147,5171,"7,8",2020,8,149303
C,9024,9024,"0,5",2022,11,149307
J,7500,7500,"2,5",2021,11,149308
K,9407,9475,"20,4",2020,3,149310
N,3262,3269,"2,9",2022,11,149312
C,7714,7732,"19,8",2020,6,149313
N,7500,,"76,4",2021,6,149315
J,9024,9132,"91,1",2023,2,149316
G,2211,2230,"26,2",2020,9,149321
C,1618,1671,"8,7",2020,7,149322
C,7503,7503,"0,3",2024,2,149323
J,3138,3140,"4,9",2021,1,149324
C,6856,6894,"41,2",2021,1,149325
K,7038,7170,"98,5",2023,8,149329
N,1086,457,"9,2",2021,12,149330
G,1618,1718,7,2022,3,149333
J,1739,1730,"1,8",2021,8,149334
E,7820,7822,"57,8",2024,10,149335
N,7604,7605,"1,1",2022,6,149336
C,1618,1604,"6,4",2020,5,149337
C,7038,7045,"7,6",2022,1,149338
J,5360,5354,"4,8",2023,5,149340
K,7038,7540,"18,6",2020,8,149344
N,2056,2030,"21,2",2023,8,149346
F,7820,7777,"75,5",2023,6,149348
C,7604,7607,5,2021,5,149350
H,3919,3736,"1,8",2022,3,149352
C,7604,7633,"39,9",2021,11,149353
A,3550,3570,27,2021,2,149354
J,1684,1684,"1,7",2022,12,149355
N,3157,3110,"5,8",2020,12,149356
C,1188,1274,10,2024,1,149357
K,3232,3217,"9,6",2025,1,149360
N,3513,3520,"9,8",2022,5,149361
D,4848,4865,"50,9",2020,12,149362
J,1618,1671,"7,2",2024,2,149364
C,6070,6092,"11,3",2023,5,149370
C,283,252,"6,8",2022,10,149371
N,1739,1706,"5,3",2020,6,149372
J,5537,5538,"1,8",2021,8,149373
J,2406,2414,"3,8",2019,12,149375
J,7300,7240,"94,3",2024,2,149377
J,3262,3270,"6,9",2022,6,149384
K,9407,9405,"1,2",2020,8,149386
E,283,1353,"16,2",2023,2,149390
N,3157,3113,"8,6",2021,5,149392
J,4612,4608,"1,4",2023,12,149394
C,5147,5154,"4,2",2022,2,149400
F,7374,7380,"34,8",2022,3,149401
J,1400,3484,"45,1",2020,7,149403
J,4515,4580,"33,3",2020,2,149404
L,4735,4768,"37,4",2023,2,149405
C,3550,3540,30,2022,8,149407
N,8006,8073,5,2023,4,149412
D,7327,7300,"19,4",2023,4,149413
D,4013,4018,"6,4",2022,1,149414
J,3718,3715,4,2021,2,149416
G,7327,7250,"107,4",2023,4,149417
C,6010,6015,"9,5",2021,9,149418
J,6023,6010,"4,5",2022,1,149419
K,8402,8430,"40,3",2023,5,149428
K,7340,7397,"24,1",2022,2,149430
C,5147,5014,"8,9",2021,1,149432
N,2714,2846,"33,4",2023,4,149433
N,3157,3117,"5,7",2022,2,149434
J,1738,1747,"15,8",2023,5,149437
K,9845,9842,"44,6",2021,11,149444
C,2940,2953,"18,5",2024,1,149445
J,3735,3936,"5,9",2022,6,149446
J,4313,4326,"12,2",2022,3,149452
C,9845,9840,"1,4",2021,5,149454
N,6023,6050,23,2023,5,149456
C,283,377,"4,8",2023,3,149457
J,,260,"2,6",2024,10,149458
D,1383,1390,"9,8",2022,12,149464
D,4636,4647,"22,5",2020,9,149466
J,1738,1734,"5,2",2023,6,149468
C,1383,1387,"4,3",2022,6,149469
J,1684,1684,"4,9",2023,3,149473
J,5911,5911,"2,1",2022,9,149474
K,7714,7730,"18,9",2024,11,149480
J,1086,487,"11,6",2022,8,149483
K,3232,3220,"6,8",2022,1,149487
C,1086,485,"8,4",2021,12,149490
J,283,1395,14,2020,11,149496
J,975,1481,"6,4",2020,8,149497
J,2406,2406,"3,3",2024,2,149499
N,8370,8310,"47,4",2020,11,149500
D,4013,4017,"5,3",2022,8,149502
J,2821,2834,"9,7",2022,1,149505
J,1618,1621,"9,9",2025,5,149506
K,1086,672,"5,7",2025,2,149515
N,1400,1415,10,2021,10,149516
K,7038,7100,"50,3",2025,1,149524
C,6415,6429,"6,9",2020,11,149530
J,2019,2008,"10,1",2025,5,149532
J,4013,4018,"5,8",2024,11,149533
J,4612,4632,"3,7",2025,3,149534
J,3184,3175,"20,2",2022,11,149537
J,2383,2822,"41,1",2023,10,149541
N,3157,3160,"15,2",2021,3,149542
N,2940,2910,"34,7",2020,12,149544
C,5147,5141,"2,1",2022,9,149545
J,5147,5073,"10,6",2022,8,149547
N,5147,5225,16,2021,12,149551
E,5147,5305,"16,1",2020,8,149554
J,4370,4373,"3,6",2023,11,149555
J,8370,8360,"14,6",2023,2,149556
C,4612,4618,"7,2",2022,9,149558
J,5147,5099,"12,7",2024,1,149559
C,2383,2386,"9,9",2021,10,149561
E,4344,4365,"6,1",2023,5,149565
E,1599,1515,"4,6",2021,3,149571
D,4735,4754,"121,4",2021,3,149573
D,4636,4638,"7,1",2024,9,149579
J,7820,7750,"37,2",2024,9,149580
H,7038,7041,"12,6",2020,9,149583
N,1618,1580,"27,7",2023,3,149588
N,6415,6411,"9,4",2020,12,149589
J,5147,5254,"10,5",2020,7,149590
C,5460,5450,"2,7",2023,1,149591
F,6023,6200,"48,9",2023,10,149594
J,1400,1405,6,2021,5,149596
J,8012,8072,"6,4",2021,2,149598
C,8803,8820,"15,7",2023,3,149599
D,5700,5707,"24,1",2022,11,149601
J,975,675,"4,9",2020,10,149602
K,7820,7890,"120,6",2023,8,149603
D,8613,8610,"2,3",2022,4,149605
N,1767,1769,"2,4",2023,9,149606
D,7503,7584,"41,9",2023,4,149612
C,2150,2160,"9,8",2023,8,149613
C,3184,3187,"3,9",2023,3,149614
J,2383,2372,"25,2",2024,1,149615
J,9845,9845,"18,5",2021,5,149619
N,9024,9024,1,2022,7,149622
H,4370,4375,"14,4",2020,5,149623
J,1618,1606,"6,5",2020,2,149628
N,5147,5142,"2,2",2023,9,149629
J,9912,9900,"5,3",2024,10,149630
C,1599,1528,"6,5",2020,1,149631
J,5147,5146,"3,3",2021,5,149632
H,7820,7985,79,2024,4,149634
J,1383,1386,"4,5",2023,7,149637
C,2714,2770,"2,4",2022,8,149643
C,975,490,"8,9",2019,10,149646
C,1188,655,"7,4",2020,6,149647
J,2150,1925,"20,6",2021,9,149648
E,4013,4051,"14,6",2020,10,149650
J,4313,4330,"20,3",2020,7,149651
N,1599,1513,"5,9",2020,5,149654
K,4313,4311,"22,6",2025,5,149657
J,5360,5354,5,2021,10,149658
J,2211,2211,"3,2",2021,7,149659
H,6100,6154,"11,7",2023,6,149663
D,4313,4053,"10,8",2024,9,149666
J,4636,4639,"10,3",2023,2,149667
J,5412,5414,"9,8",2024,10,149669
D,283,281,"2,7",2024,5,149670
N,2821,2860,"30,5",2020,3,149671
N,3718,3812,40,2022,10,149672
N,3057,3019,"7,3",2023,10,149673
J,6100,6100,1,2022,3,149675
E,,7012,0,2022,4,149682
C,7038,7089,"10,1",2020,9,149685
D,8803,8800,"0,2",2022,6,149688
H,3184,3181,"5,5",2020,2,149694
C,5700,5706,30,2025,3,149696
K,8402,8445,43,2023,6,149697
J,6422,6440,"16,5",2025,3,149699
J,4370,4364,"18,7",2020,7,149703
J,7038,7010,"5,4",2022,2,149704
C,1086,1461,"4,1",2022,12,149705
D,3157,3170,5,2022,12,149706
C,6900,6907,"1,9",2023,3,149708
J,4636,4633,"11,9",2021,5,149711
K,7900,7982,"80,5",2020,1,149712
E,2019,1481,"8,8",2020,12,149716
J,4013,4047,"10,7",2023,9,149720
J,4370,4405,"63,5",2020,8,149728
J,4013,4017,"4,7",2024,6,149737
C,1383,1385,"2,7",2021,2,149739
N,5700,5783,48,2021,11,149742
N,1188,177,"10,1",2022,9,149746
C,4013,4012,"1,8",2023,8,149747
C,4013,4028,"6,4",2020,3,149748
J,8370,8310,"62,8",2024,1,149749
C,6023,1528,"22,9",2022,8,149753
J,7038,7081,"6,3",2023,2,149757
J,9409,9430,27,2022,10,149763
H,4612,4645,14,2022,8,149768
J,4636,4623,"16,7",2020,3,149771
J,1086,588,"5,6",2021,5,149774
K,8803,8657,"62,2",2024,1,149777
J,1618,1621,"9,9",2020,1,149782
J,8208,8215,"14,5",2023,11,149785
C,7038,7050,"3,3",2022,10,149786
C,2019,2020,"2,8",2022,12,149790
N,3300,3620,"65,8",2022,10,149791
K,9360,9325,"27,9",2022,1,149795
J,7604,7604,1,2024,2,149799
J,7500,7550,"12,6",2022,1,149800
C,4344,4432,"125,7",2022,8,149801
N,3057,3048,"9,1",2021,6,149806
J,7820,7820,"4,1",2022,11,149807
N,2619,2625,"14,6",2022,9,149808
J,4370,4463,"34,8",2022,11,149814
J,1599,1529,"6,2",2022,11,149822
J,3184,3080,19,2022,6,149831
K,1406,1456,"32,7",2020,9,149833
J,5147,5384,"48,4",2022,12,149835
C,9912,9911,"17,8",2024,12,149839
E,1188,1188,0,2024,11,149845
J,8613,8184,"139,4",2024,11,149846
K,1086,2170,"50,5",2024,2,149849
C,6008,6057,"16,8",2024,7,149851
C,6008,6002,"3,7",2020,8,149852
C,4013,4014,"1,6",2024,3,149872
N,283,1353,"17,1",2021,10,149877
C,1626,1643,"9,4",2023,2,149883
J,8370,8300,"67,3",2022,2,149884
J,283,754,"15,1",2020,2,149887
N,6718,6718,5,2023,2,149888
D,6900,6908,"2,7",2020,9,149891
J,4848,4824,"4,3",2025,2,149893
D,4820,4820,"1,8",2022,11,149896
C,3944,3920,"2,8",2022,12,149898
D,8656,8661,2,2021,9,149899
C,6415,6440,"19,6",2020,4,149901
J,4344,4352,"9,9",2022,10,149905
C,975,491,"9,7",2020,5,149906
J,4013,4009,"2,8",2022,7,149908
N,1400,1459,"30,7",2021,5,149911
C,1188,1251,"13,5",2021,7,149916
C,4013,4077,"4,3",2024,6,149926
D,6900,6908,"3,3",2022,8,149933
C,8006,8070,"4,1",2024,8,149939
J,3919,3920,"3,4",2020,12,149942
N,6415,6429,7,2023,1,149943
K,8370,8392,"63,2",2024,1,149944
C,5542,5529,"3,5",2022,1,149948
J,4848,4815,"15,3",2021,3,149950
K,7820,7870,"44,1",2024,9,149963
J,6023,6013,"5,1",2023,1,149966
J,3157,3123,"5,5",2023,8,149969
D,8613,8610,"2,3",2022,1,149973
D,5460,5460,"2,7",2022,7,149976
K,8613,8764,"114,4",2021,3,149983
N,7038,7295,"80,4",2020,6,149990
D,6900,6906,"2,3",2021,1,149993
C,1400,1405,"7,5",2021,3,149996
H,5542,4280,"31,8",2020,12,149997
K,8370,8310,"62,4",2018,1,149998
N,3300,3360,"20,9",2023,2,149999
E,3718,3718,"1,9",2022,10,150001
C,9514,9514,"1,2",2022,11,150002
E,283,378,"5,5",2023,11,150005
F,3718,3924,"11,4",2020,11,150012
C,1383,1383,"0,2",2021,2,150017
J,3300,3370,"29,1",2021,7,150022
J,975,951,"1,6",2020,9,150023
J,2211,2216,"13,7",2021,1,150029
J,5147,5239,"11,3",2020,4,150032
J,1622,1628,"17,8",2021,8,150033
N,9024,9024,"0,8",2020,11,150035
J,6415,6514,"68,8",2020,3,150036
J,7038,7563,"20,2",2023,2,150043
N,2056,2070,"20,8",2021,3,150046
D,7300,7335,"32,6",2024,6,150051
K,7820,7820,"1,6",2024,11,150053
K,6422,6413,8,2024,4,150057
G,8656,8663,"3,4",2023,11,150061
J,4612,4634,"9,9",2022,12,150074
N,9900,9930,"46,2",2020,8,150086
C,3962,3965,"11,7",2021,9,150089
C,8803,8820,"26,6",2022,11,150091
N,3550,3560,"40,1",2020,3,150094
J,1188,1187,"1,9",2022,5,150108
K,7340,2665,"91,3",2025,2,150132
C,4950,4956,1,2021,7,150134
E,3024,3044,"7,6",2020,3,150137
J,7038,7018,11,2020,9,150138
C,9409,9445,32,2023,8,150144
J,3138,3145,"14,5",2021,2,150146
D,8803,8664,"44,7",2021,7,150152
C,1086,1474,"5,9",2023,11,150153
J,2619,2611,"9,6",2023,10,150156
C,6008,6050,"15,4",2024,9,150157
J,4370,4376,"14,6",2024,2,150162
N,1383,364,"23,8",2022,2,150171
J,6718,,"45,1",2020,9,150180
C,7038,7012,5,2025,3,150181
J,283,1339,13,2021,10,150185
J,4820,4820,"3,4",2021,4,150186
G,7500,7509,"5,3",2021,12,150188
C,6770,6770,3,2022,11,150193
J,1383,1392,"11,4",2020,4,150197
C,7038,7011,"5,7",2024,2,150199
D,6800,6814,"2,1",2021,9,150202
K,3718,3825,"39,5",2022,5,150204
N,8613,8616,"5,6",2022,12,150206
J,975,484,"7,9",2022,1,150221
J,4636,4637,"8,3",2020,11,150222
C,7500,7505,"3,8",2022,5,150223
J,1400,1400,"3,3",2020,11,150224
C,283,282,"2,1",2022,4,150226
C,6900,6908,"6,6",2025,1,150229
C,4580,4521,"23,7",2022,10,150234
N,5147,5282,"49,8",2021,8,150235
H,4344,4353,"12,2",2022,6,150236
C,4344,4340,"4,9",2020,11,150248
C,7038,7091,"8,2",2021,12,150249
J,4313,4032,"4,6",2020,7,150251
H,5412,5414,"12,4",2022,5,150252
N,9845,9800,"49,5",2021,8,150255
K,7604,7506,"50,6",2022,8,150256
N,6809,6800,1,2023,9,150258
J,5412,5440,15,2021,9,150259
N,7604,7606,"4,3",2023,3,150262
J,283,1396,"8,7",2020,12,150264
C,8402,8406,"3,2",2024,10,150265
N,4313,4050,"4,8",2022,2,150266
G,3017,3023,"2,6",2022,11,150270
J,5412,5416,"5,8",2022,8,150276
E,5147,5600,"70,3",2023,6,150280
E,1086,585,"8,4",2024,10,150281
J,9024,9010,"6,4",2022,11,150283
N,3683,3697,"49,3",2021,1,150284
C,7038,7099,"7,9",2021,6,150288
C,6023,6230,"15,7",2021,10,150290
K,3157,3150,"11,3",2023,8,150291
J,7038,7058,"9,7",2023,8,150304
J,8208,8290,173,2022,3,150308
N,2056,2053,"4,8",2021,1,150310
J,7038,7091,"6,8",2020,12,150312
J,5360,5380,"19,8",2023,5,150313
C,7300,7310,"4,1",2024,8,150314
E,5537,4250,"12,3",2024,12,150317
N,975,1177,13,2020,11,150320
D,8803,8820,"30,3",2021,6,150321
J,2019,2019,"1,3",2022,9,150322
E,7870,7802,"52,7",2025,2,150326
J,4370,4371,"0,2",2021,12,150327
N,2056,2080,"30,1",2021,1,150331
J,6023,6020,2,2021,7,150332
D,7503,7514,"5,9",2024,6,150339
C,1807,1832,"3,5",2025,1,150346
J,3262,3296,"17,6",2022,7,150347
N,1618,1671,"7,8",2020,12,150348
D,4636,4658,"9,1",2022,8,150349
H,4313,4307,"6,9",2022,4,150352
J,7038,7020,"8,6",2023,1,150358
C,1739,1709,8,2021,8,150359
N,5147,5142,"0,7",2023,10,150364
N,4370,4372,"0,5",2020,2,150365
K,7038,7232,"35,8",2023,7,150368
C,5147,5155,"5,9",2023,1,150371
C,975,963,4,2021,5,150381
K,7900,7970,22,2020,12,150382
N,8208,8255,"50,8",2021,5,150384
N,5147,5239,"12,5",2023,6,150387
C,8006,8009,2,2022,8,150389
J,4612,4629,"4,9",2023,1,150390
K,6415,6414,"9,4",2020,7,150393
J,3513,3511,"2,9",2021,2,150394
J,6900,6907,"1,6",2021,6,150395
J,1618,1615,"10,4",2020,7,150396
C,3262,3290,"9,7",2019,6,150397
C,3940,3941,"2,1",2021,10,150399
C,5360,5381,"16,3",2022,1,150401
J,3024,3057,"5,3",2021,9,150403
C,975,585,"6,2",2022,1,150404
N,3718,3734,"3,8",2023,1,150405
C,6023,6011,"21,2",2020,3,150406
E,4313,4027,"14,6",2020,8,150407
J,4013,4015,"2,2",2021,6,150412
C,3919,3733,"4,8",2020,10,150413
D,6770,6796,22,2022,4,150414
C,8006,8016,"25,9",2025,6,150416
J,4370,4374,"5,7",2021,9,150417
J,4335,4443,"46,6",2020,12,150418
C,1599,1516,"6,4",2021,4,150419
C,4636,4656,5,2020,3,150420
N,9360,9325,24,2023,7,150421
J,9514,,"4,7",2020,3,150424
N,1188,1152,"3,2",2022,9,150428
J,1086,579,"8,7",2022,7,150434
J,6415,6450,"18,1",2022,3,150435
C,1599,1536,"4,1",2024,8,150436
K,8613,8613,"0,6",2022,11,150440
H,3300,3660,"119,8",2023,8,150442
J,1618,1642,"22,2",2020,12,150446
J,4276,4250,"3,8",2022,7,150449
J,1188,690,"2,6",2023,9,150450
H,8370,8387,"38,5",2022,3,150454
C,1086,1476,"3,7",2024,1,150455
C,1711,1712,"5,5",2022,8,150459
J,1188,1156,"3,2",2021,3,150461
K,3262,3292,"10,2",2024,4,150470
J,3032,3030,"2,9",2021,6,150474
N,1086,674,"6,2",2022,11,150477
J,4370,4440,"55,9",2021,2,150482
C,3300,3320,"9,4",2020,4,150485
C,6718,6750,"68,2",2020,6,150486
J,4636,4639,"10,4",2020,11,150489
C,283,274,"4,8",2022,8,150492
N,4370,4375,"10,9",2023,7,150494
C,5147,5155,"4,7",2022,12,150496
C,9912,9910,"4,1",2024,9,150498
C,7038,7030,"3,5",2025,3,150500
K,8613,8615,"26,4",2025,6,150502
C,3219,3211,"3,2",2023,4,150505
K,3718,3721,9,2021,12,150512
J,5033,5039,"5,6",2025,1,150514
E,3157,3142,"10,7",2023,10,150515
C,1188,688,"4,2",2023,9,150517
E,7820,7750,"25,7",2024,1,150519
J,1400,1458,"32,1",2020,7,150520
C,3157,3112,"8,6",2024,1,150521
J,4636,4639,"8,7",2020,7,150522
C,5360,5357,"8,1",2025,4,150523
J,7038,7562,"14,8",2023,8,150527
J,6100,6156,"11,2",2019,11,150529
D,2714,2760,14,2020,8,150530
C,9152,9161,"81,2",2020,9,150535
E,8900,8906,"0,7",2023,8,150536
C,8370,8300,"67,2",2022,12,150538
N,1086,1350,"35,7",2023,8,150540
E,8613,8622,"12,7",2021,9,150542
C,3262,3290,"9,4",2023,1,150551
K,9409,9475,"23,7",2022,8,150554
N,3262,3280,15,2020,3,150555
G,4735,4745,55,2022,12,150556
H,8400,8470,"64,3",2021,8,150559
J,6100,6153,11,2022,3,150561
K,975,680,"10,4",2021,1,150565
L,7038,7234,"32,8",2023,12,150568
N,4636,4615,"12,5",2021,4,150570
D,6783,6763,"18,3",2022,1,150577
C,4735,4529,"35,2",2019,11,150578
C,1850,1850,"1,5",2022,7,150580
J,5360,5363,"13,8",2020,9,150581
J,5537,5550,"14,8",2022,12,150583
J,1618,1614,"7,5",2020,11,150584
J,6023,6015,"9,8",2022,12,150587
C,283,267,5,2022,10,150588
K,9409,9450,"40,3",2022,5,150590
K,8402,8484,"50,9",2024,4,150592
